cgpa,backlogs,certifications,internship,aptitude,coding,communication,projects,hackathon,resume,branch,placement_readiness,company_fit,placement_score
6.96,0,4,0,2,4,3,5,1,4,ISE,0,Not Eligible,57.42
8.75,2,2,0,5,8,10,5,0,9,AI&DS,0,Not Eligible,74.0
5.63,2,3,1,8,6,9,7,1,9,ECE,1,Tier 3,80.75999999999999
8.86,4,3,2,3,2,1,3,0,7,ECE,0,Not Eligible,47.72
6.18,3,6,0,5,0,8,3,0,7,ISE,0,Not Eligible,52.86
8.39,0,9,1,0,4,3,2,1,8,ISE,0,Not Eligible,70.28
7.83,2,7,2,5,9,3,2,0,5,CIVIL,0,Not Eligible,70.16
9.65,4,9,2,2,4,9,7,1,9,MECH,1,Tier 1,85.8
6.94,0,4,0,8,6,0,7,1,6,ISE,0,Not Eligible,70.88
5.33,3,9,0,3,0,1,1,0,7,CSE,0,Not Eligible,39.66
5.1,2,6,0,6,9,2,7,0,7,CIVIL,0,Not Eligible,64.7
9.13,2,2,2,3,1,6,7,1,9,MECH,0,Not Eligible,69.26
7.62,2,2,0,10,10,8,4,1,7,CIVIL,1,Tier 2,75.24000000000001
8.88,0,2,2,5,5,4,7,0,3,MECH,0,Not Eligible,71.76
6.17,0,3,1,6,7,3,4,1,6,CSE,0,Not Eligible,69.34
6.73,0,5,2,1,3,1,7,0,6,MECH,0,Not Eligible,62.96
5.15,0,4,0,9,2,6,0,0,7,CIVIL,0,Not Eligible,52.8
9.81,4,7,2,5,2,5,3,1,6,MECH,0,Not Eligible,66.62
8.34,1,4,0,7,2,6,5,0,4,CIVIL,0,Not Eligible,60.18
9.67,4,4,1,5,1,7,6,1,6,ISE,0,Not Eligible,65.84
6.33,2,9,0,1,0,8,0,0,3,CSE,0,Not Eligible,46.16
8.06,4,1,0,3,4,9,6,0,1,CIVIL,0,Not Eligible,45.120000000000005
8.39,3,4,0,0,9,4,5,0,1,ECE,0,Not Eligible,50.28
6.59,0,6,0,6,4,10,3,0,5,ECE,0,Not Eligible,70.18
9.24,3,1,0,7,4,4,3,0,8,AI&DS,0,Not Eligible,52.980000000000004
9.74,3,5,0,9,3,3,1,0,3,AI&DS,0,Not Eligible,52.980000000000004
9.42,2,6,1,1,2,10,2,1,2,MECH,0,Not Eligible,60.34
8.7,0,4,1,9,2,2,6,1,8,ISE,1,Tier 2,77.9
6.39,3,8,2,4,1,6,2,0,9,ISE,0,Not Eligible,64.28
6.41,2,3,0,10,4,4,2,1,9,ECE,0,Not Eligible,59.81999999999999
9.82,0,9,2,7,3,6,4,1,2,MECH,1,Tier 1,86.64
5.05,1,0,1,10,5,1,2,1,8,ISE,0,Not Eligible,56.1
8.58,2,7,1,7,1,8,4,1,2,ISE,0,Not Eligible,72.16
8.53,4,7,0,4,1,8,5,1,7,MECH,0,Not Eligible,60.56
8.11,0,6,0,7,7,8,7,0,8,CIVIL,1,Tier 1,85.22
9.95,3,7,2,5,5,4,0,0,1,ECE,0,Not Eligible,60.900000000000006
6.56,3,1,1,4,2,9,6,0,8,AI&DS,0,Not Eligible,58.620000000000005
6.7,4,2,2,10,4,8,7,0,3,ISE,0,Not Eligible,70.4
5.39,4,8,2,3,2,0,4,0,1,CIVIL,0,Not Eligible,43.28
7.21,3,0,2,4,10,1,3,1,7,CIVIL,0,Not Eligible,55.92
6.31,0,7,0,3,1,9,1,1,10,CIVIL,0,Not Eligible,63.12
6.72,2,7,1,0,2,4,6,0,3,CIVIL,0,Not Eligible,52.44
9.17,4,6,2,2,0,4,1,0,8,CSE,0,Not Eligible,52.34
9.68,4,4,1,7,6,5,3,1,9,CSE,0,Not Eligible,70.36
5.93,4,3,1,6,5,7,5,0,2,AI&DS,0,Not Eligible,54.86
6.86,1,9,2,6,4,0,6,0,1,MECH,0,Not Eligible,68.72
9.64,0,9,2,10,5,9,0,1,8,ECE,1,Tier 1,95.0
5.31,0,9,0,2,7,8,1,0,10,MECH,0,Not Eligible,68.12
5.46,0,9,1,8,2,3,6,0,6,CSE,1,Tier 3,76.42
5.81,0,5,2,5,2,7,3,0,10,MECH,0,Not Eligible,70.62
7.98,0,0,2,7,4,4,1,0,1,MECH,0,Not Eligible,53.46
5.75,3,4,1,7,4,0,4,0,3,CIVIL,0,Not Eligible,45.0
9.84,4,3,2,2,10,8,5,1,9,ISE,1,Tier 2,80.68
7.23,3,3,1,3,0,7,7,0,9,CSE,0,Not Eligible,59.46000000000001
7.51,1,6,2,5,3,4,7,0,6,CSE,1,Tier 2,77.02
6.23,2,8,1,1,8,10,7,1,3,MECH,1,Tier 2,77.96000000000001
7.35,4,7,2,10,7,3,1,0,8,ISE,0,Not Eligible,71.7
8.31,1,7,2,6,2,7,5,0,6,MECH,1,Tier 2,78.12
8.76,3,4,0,1,4,8,5,1,1,ECE,0,Not Eligible,54.019999999999996
8.77,2,5,1,10,4,6,4,1,6,CSE,1,Tier 2,78.53999999999999
7.89,1,1,0,4,6,3,6,1,5,CIVIL,0,Not Eligible,56.28
9.52,2,2,2,3,7,6,5,1,8,CIVIL,0,Not Eligible,74.03999999999999
9.09,1,4,1,8,8,5,4,1,2,CIVIL,0,Not Eligible,74.68
8.79,3,1,1,1,6,10,7,0,7,AI&DS,0,Not Eligible,67.08
5.28,2,2,2,6,1,2,1,1,6,AI&DS,0,Not Eligible,48.06
5.03,1,3,2,6,7,9,1,1,1,CSE,0,Not Eligible,67.06
6.06,3,5,2,6,7,2,5,1,8,CSE,0,Not Eligible,71.62
8.32,4,4,2,0,10,0,4,1,6,CIVIL,0,Not Eligible,56.64
7.06,3,9,1,7,1,4,1,0,3,CSE,0,Not Eligible,56.120000000000005
7.01,3,3,0,1,5,7,5,1,5,CIVIL,0,Not Eligible,50.519999999999996
9.42,4,1,1,4,9,5,6,0,7,ECE,0,Not Eligible,63.84
9.48,3,4,1,1,0,7,0,0,9,ECE,0,Not Eligible,47.96
9.55,4,4,1,4,10,6,2,1,4,ECE,0,Not Eligible,65.1
6.57,4,6,1,6,6,1,6,0,2,MECH,0,Not Eligible,53.64
8.46,4,0,2,5,9,7,6,0,3,MECH,0,Not Eligible,63.42
6.36,1,3,0,4,1,3,2,0,7,ISE,0,Not Eligible,43.72
5.95,2,4,1,3,4,10,3,1,8,ISE,0,Not Eligible,66.4
5.92,1,7,1,7,6,4,5,1,5,ISE,1,Tier 3,76.34
6.71,4,7,0,10,9,10,2,0,3,ECE,0,Not Eligible,69.92
7.15,2,0,2,7,10,7,0,1,1,ECE,0,Not Eligible,62.3
9.15,2,4,1,0,8,4,5,1,10,ECE,0,Not Eligible,70.3
5.6,4,9,2,9,0,4,2,1,1,CSE,0,Not Eligible,59.7
8.67,2,0,1,1,8,5,2,0,2,CSE,0,Not Eligible,48.34
7.66,2,0,1,2,10,6,0,1,5,ECE,0,Not Eligible,53.32
6.44,1,1,0,0,4,8,7,1,3,CIVIL,0,Not Eligible,51.88
7.46,2,1,0,10,5,10,4,0,7,ISE,0,Not Eligible,68.42
6.5,4,8,2,2,7,6,7,1,2,MECH,0,Not Eligible,70.5
7.98,0,3,1,9,10,5,7,0,2,ISE,1,Tier 2,83.96000000000001
7.17,0,2,2,7,1,9,7,1,3,CIVIL,1,Tier 2,75.84
5.82,0,0,0,3,6,3,2,1,1,AI&DS,0,Not Eligible,42.64
5.58,4,1,0,6,3,10,6,1,2,CSE,0,Not Eligible,51.66
7.73,0,5,0,6,8,9,7,1,5,ECE,1,Tier 2,85.96000000000001
9.51,1,8,0,10,5,1,3,0,3,CSE,0,Not Eligible,70.02
6.72,4,4,0,4,6,10,6,1,10,CSE,0,Not Eligible,69.44
8.67,4,3,2,0,10,10,7,0,6,CIVIL,0,Not Eligible,73.34
8.29,4,4,2,9,5,8,2,0,2,CSE,0,Not Eligible,66.58
9.66,2,8,0,3,10,9,7,1,8,CSE,1,Tier 1,92.32
9.1,2,6,1,6,7,10,2,1,4,ISE,1,Tier 2,79.7
7.83,2,7,1,4,5,4,0,1,3,ISE,0,Not Eligible,59.16
8.29,3,3,1,1,6,4,7,1,5,AI&DS,0,Not Eligible,62.08
9.49,1,7,1,7,7,10,7,1,8,CIVIL,1,Tier 1,95.0
7.0,4,5,1,1,0,2,0,1,9,ECE,0,Not Eligible,37.5
6.63,4,4,0,10,9,2,5,1,1,ISE,0,Not Eligible,59.75999999999999
5.05,2,6,2,7,3,0,3,1,4,AI&DS,0,Not Eligible,59.099999999999994
9.13,4,5,0,10,5,10,1,1,6,CSE,0,Not Eligible,69.76
9.0,4,2,1,1,0,4,0,0,6,AI&DS,0,Not Eligible,33.5
5.52,0,4,1,10,3,2,7,1,9,AI&DS,1,Tier 3,77.53999999999999
7.88,4,8,2,4,5,10,1,1,1,MECH,0,Not Eligible,66.25999999999999
7.32,3,6,0,3,6,1,7,0,5,ISE,0,Not Eligible,56.64
5.59,2,3,2,0,5,10,3,1,10,AI&DS,0,Not Eligible,67.68
9.9,1,6,1,7,10,8,2,1,1,AI&DS,1,Tier 2,84.3
6.07,1,4,1,9,3,9,5,0,6,MECH,0,Not Eligible,71.64
5.34,0,1,2,2,6,5,2,1,9,ECE,0,Not Eligible,62.18
7.97,1,5,1,3,9,2,6,0,4,CSE,0,Not Eligible,69.94
8.69,1,6,0,3,1,6,5,1,10,ISE,0,Not Eligible,69.38
5.16,2,7,1,4,5,8,1,1,10,ECE,0,Not Eligible,67.82
8.29,2,5,1,2,4,8,6,1,9,CIVIL,0,Not Eligible,72.58
7.66,3,7,0,8,1,0,3,0,3,ECE,0,Not Eligible,46.82
5.52,0,6,1,3,8,1,3,0,7,CIVIL,0,Not Eligible,61.04
5.86,1,1,2,9,6,7,0,0,5,CIVIL,0,Not Eligible,60.72
7.84,3,5,2,10,2,10,7,0,10,ISE,1,Tier 2,88.68
6.48,0,8,1,10,6,0,1,1,1,MECH,0,Not Eligible,65.96000000000001
9.69,1,5,0,3,10,10,5,0,7,CIVIL,1,Tier 2,79.88
9.09,1,3,0,5,10,10,0,1,8,CSE,0,Not Eligible,74.68
9.92,2,6,2,7,5,2,1,1,6,ISE,0,Not Eligible,72.84
6.3,4,2,1,6,6,10,6,1,1,AI&DS,0,Not Eligible,63.599999999999994
9.85,0,4,0,3,3,6,0,1,9,AI&DS,0,Not Eligible,62.7
7.16,1,0,0,3,9,7,0,1,7,CIVIL,0,Not Eligible,51.82
6.74,0,9,2,4,7,4,3,0,6,ISE,1,Tier 2,80.98
5.25,3,2,2,9,7,1,3,1,4,CSE,0,Not Eligible,59.0
5.26,3,7,0,4,6,2,2,1,3,ISE,0,Not Eligible,48.519999999999996
8.46,4,8,2,0,6,8,2,0,4,ISE,0,Not Eligible,64.92
7.29,1,8,0,7,9,10,3,1,1,AI&DS,1,Tier 2,81.58
6.13,2,9,1,9,7,9,3,0,9,CIVIL,1,Tier 2,83.75999999999999
8.07,1,1,2,4,0,6,6,1,2,ECE,0,Not Eligible,61.14
6.26,0,3,2,2,5,0,7,0,2,ISE,0,Not Eligible,60.019999999999996
7.89,3,4,1,2,1,2,0,1,3,CIVIL,0,Not Eligible,35.28
6.8,0,2,0,3,0,8,2,1,1,AI&DS,0,Not Eligible,47.1
9.12,4,0,0,6,9,6,3,0,10,CSE,0,Not Eligible,58.739999999999995
9.1,3,5,2,4,6,1,1,1,3,CSE,0,Not Eligible,58.7
7.39,2,9,0,0,5,5,1,1,4,ECE,0,Not Eligible,54.78
6.75,3,1,0,4,4,8,2,0,9,CSE,0,Not Eligible,48.5
6.81,1,8,1,4,4,3,1,0,5,CIVIL,0,Not Eligible,57.12
9.03,1,0,1,5,8,9,5,1,6,ECE,1,Tier 2,76.06
6.64,3,8,1,6,8,1,0,0,1,AI&DS,0,Not Eligible,53.78
6.05,4,6,2,4,5,2,2,1,3,CIVIL,0,Not Eligible,50.6
5.42,1,9,1,10,2,6,5,0,7,AI&DS,1,Tier 3,79.84
7.33,1,1,1,1,6,3,3,0,7,AI&DS,0,Not Eligible,51.66
7.41,2,5,0,1,3,6,6,0,10,ECE,0,Not Eligible,59.81999999999999
9.2,3,7,1,3,4,4,6,1,1,ECE,0,Not Eligible,64.9
6.11,1,1,2,0,6,7,5,1,9,CIVIL,0,Not Eligible,64.72
6.9,4,4,1,6,6,7,1,1,1,ECE,0,Not Eligible,53.3
9.04,0,5,2,0,9,4,0,0,7,CIVIL,0,Not Eligible,66.58
9.12,3,2,0,2,7,6,3,1,2,CSE,0,Not Eligible,51.739999999999995
6.92,2,1,0,9,0,10,4,1,9,CSE,0,Not Eligible,63.34
7.3,1,5,1,6,4,5,0,0,9,ISE,0,Not Eligible,63.099999999999994
6.52,4,2,0,10,8,7,7,0,9,MECH,0,Not Eligible,67.53999999999999
9.66,3,1,1,5,6,8,1,1,4,MECH,0,Not Eligible,56.81999999999999
5.59,4,0,0,6,10,4,0,1,6,CSE,0,Not Eligible,43.18
9.67,4,7,2,4,1,6,6,1,2,ISE,0,Not Eligible,69.84
8.42,2,0,0,7,0,0,4,1,3,MECH,0,Not Eligible,37.34
7.66,3,4,1,5,7,10,7,1,6,CIVIL,1,Tier 2,77.32
5.16,1,5,1,3,8,7,4,0,1,CIVIL,0,Not Eligible,60.32
7.38,2,2,1,10,9,2,0,1,7,ECE,0,Not Eligible,63.25999999999999
7.04,1,6,2,0,4,0,6,1,2,MECH,0,Not Eligible,58.08
5.81,0,1,0,1,10,5,3,1,8,AI&DS,0,Not Eligible,59.62
8.28,4,6,1,5,5,7,6,0,5,CIVIL,0,Not Eligible,66.06
9.86,0,1,2,3,1,10,5,0,7,MECH,0,Not Eligible,71.72
7.81,4,4,2,2,10,2,3,1,8,ECE,0,Not Eligible,63.620000000000005
8.57,2,6,2,6,4,0,4,1,3,CSE,0,Not Eligible,67.14
5.34,1,2,0,6,3,2,2,1,6,ISE,0,Not Eligible,46.18
7.09,1,3,0,1,7,4,2,1,9,AI&DS,0,Not Eligible,56.18
5.58,2,0,0,7,7,10,3,0,4,ECE,0,Not Eligible,55.16
8.06,3,2,2,10,4,7,2,1,10,ECE,0,Not Eligible,73.62
9.69,0,8,0,0,10,8,3,1,7,ECE,1,Tier 2,82.38
8.31,0,9,1,10,7,8,1,1,1,ISE,1,Tier 1,88.12
5.38,1,4,2,9,5,3,7,0,7,CIVIL,0,Not Eligible,74.25999999999999
6.77,1,7,0,6,9,7,3,0,9,MECH,0,Not Eligible,74.53999999999999
7.75,1,1,2,9,5,10,1,0,10,CSE,1,Tier 2,77.5
7.02,2,2,2,0,3,4,5,0,8,CSE,0,Not Eligible,55.54
9.17,3,6,0,2,9,2,4,0,4,AI&DS,0,Not Eligible,57.84
9.07,0,9,2,2,10,4,2,1,3,ISE,1,Tier 1,85.14
8.06,4,3,0,9,2,1,5,0,7,CSE,0,Not Eligible,50.120000000000005
6.87,2,8,0,1,8,10,5,1,1,AI&DS,0,Not Eligible,71.24000000000001
6.28,0,6,0,9,4,10,6,1,8,AI&DS,1,Tier 2,87.06
5.53,3,0,2,4,9,10,6,1,1,ISE,0,Not Eligible,67.56
6.77,2,3,2,3,9,5,4,0,7,ISE,0,Not Eligible,69.03999999999999
7.07,0,9,0,5,3,0,0,0,6,MECH,0,Not Eligible,52.14
8.38,2,5,2,1,5,5,7,0,10,MECH,0,Not Eligible,73.26
8.29,0,5,0,3,3,4,0,1,8,ISE,0,Not Eligible,57.58
5.35,0,9,1,6,5,8,5,1,6,MECH,1,Tier 3,83.2
6.98,3,5,2,0,9,6,5,0,5,CIVIL,0,Not Eligible,64.46000000000001
5.91,4,4,2,10,7,5,6,0,9,ECE,1,Tier 3,75.82
5.78,3,2,1,2,7,10,4,0,4,CSE,0,Not Eligible,57.06
9.14,0,1,1,0,5,6,7,1,7,CSE,0,Not Eligible,70.78
5.21,2,2,1,1,0,9,3,1,6,CSE,0,Not Eligible,48.42
7.1,3,8,0,8,0,4,3,0,10,CSE,0,Not Eligible,60.2
5.84,4,2,0,9,2,0,7,1,6,CIVIL,0,Not Eligible,45.18
9.4,0,2,1,4,1,8,2,1,5,CIVIL,0,Not Eligible,61.3
7.79,3,0,0,3,0,4,4,0,2,ECE,0,Not Eligible,31.08
6.16,3,1,2,3,0,3,0,1,4,ISE,0,Not Eligible,36.32
7.51,3,2,1,7,5,5,4,1,1,MECH,0,Not Eligible,54.519999999999996
8.66,3,1,2,2,6,4,4,1,9,ECE,0,Not Eligible,62.31999999999999
9.79,2,7,0,3,7,0,7,0,9,CSE,0,Not Eligible,70.58
6.1,4,5,1,1,2,1,7,1,8,MECH,0,Not Eligible,48.2
9.43,4,6,0,5,0,3,6,1,4,ECE,0,Not Eligible,53.86
9.67,0,0,2,8,4,7,2,0,5,CSE,0,Not Eligible,71.84
9.58,1,5,0,3,7,4,3,0,1,ECE,0,Not Eligible,58.16
8.18,2,1,2,10,10,6,5,1,4,CSE,1,Tier 2,83.36
8.15,0,5,0,5,10,1,0,1,4,AI&DS,0,Not Eligible,62.3
7.02,0,2,2,3,3,7,2,1,5,CSE,0,Not Eligible,64.53999999999999
8.76,3,6,0,1,1,4,7,0,2,AI&DS,0,Not Eligible,50.519999999999996
7.66,1,2,1,5,8,3,0,0,2,CIVIL,0,Not Eligible,49.32
8.39,1,8,1,6,8,8,0,1,2,CSE,1,Tier 2,77.78
7.14,2,2,0,3,2,5,3,0,8,ECE,0,Not Eligible,45.28
8.66,1,6,2,10,6,3,5,0,2,MECH,1,Tier 2,78.82
9.12,0,3,0,6,0,7,5,0,6,CIVIL,0,Not Eligible,61.739999999999995
5.73,1,7,1,10,7,2,6,0,2,AI&DS,0,Not Eligible,74.96000000000001
9.16,1,1,2,7,7,9,3,0,8,MECH,1,Tier 2,77.82
7.7,4,7,0,10,2,1,2,0,1,AI&DS,0,Not Eligible,46.9
9.22,0,8,0,2,4,6,1,1,2,ISE,0,Not Eligible,64.44
7.16,1,7,2,1,3,3,2,1,5,MECH,0,Not Eligible,59.82
6.9,1,5,0,4,6,3,2,1,6,ISE,0,Not Eligible,58.3
9.58,3,9,1,1,10,9,1,0,9,ISE,1,Tier 2,79.16
6.26,1,0,1,9,6,8,0,1,6,CIVIL,0,Not Eligible,60.019999999999996
9.22,1,6,2,4,10,1,4,1,8,MECH,1,Tier 2,80.94
7.42,4,0,0,9,7,0,1,0,7,AI&DS,0,Not Eligible,40.84
7.57,0,6,0,5,4,6,4,1,1,CSE,0,Not Eligible,66.64
6.54,2,1,1,7,10,7,7,1,2,CIVIL,0,Not Eligible,71.08
7.87,0,7,2,5,4,2,0,1,4,CIVIL,0,Not Eligible,65.24000000000001
6.63,3,1,2,3,7,1,1,1,1,CSE,0,Not Eligible,43.76
5.2,0,2,2,2,4,3,3,0,8,MECH,0,Not Eligible,53.9
6.36,1,2,1,1,0,1,2,1,4,AI&DS,0,Not Eligible,37.72
5.03,3,0,1,0,10,1,1,0,7,CIVIL,0,Not Eligible,33.56
9.89,0,4,2,1,2,4,1,0,7,ISE,0,Not Eligible,62.28
9.83,3,4,2,1,1,9,0,1,8,CSE,0,Not Eligible,61.16
6.98,2,9,0,4,9,4,3,0,9,AI&DS,0,Not Eligible,71.46000000000001
8.64,0,4,0,8,4,7,1,0,9,ECE,0,Not Eligible,68.78
6.73,1,8,2,0,7,8,7,0,7,CIVIL,1,Tier 2,81.96000000000001
8.36,3,5,1,3,8,1,3,0,9,AI&DS,0,Not Eligible,60.72
9.03,4,5,1,9,8,0,4,1,5,ISE,0,Not Eligible,67.56
9.73,3,2,0,6,0,2,1,1,10,MECH,0,Not Eligible,43.46
7.0,4,4,2,10,0,5,7,0,4,MECH,0,Not Eligible,62.5
8.92,1,9,1,9,0,4,3,0,3,CSE,0,Not Eligible,71.34
6.33,2,6,1,2,0,7,2,0,6,ISE,0,Not Eligible,52.16
9.95,4,2,1,7,8,7,0,0,10,CSE,0,Not Eligible,64.9
5.13,2,1,1,2,0,1,5,1,9,CIVIL,0,Not Eligible,39.76
8.02,3,4,0,7,6,8,3,0,4,CSE,0,Not Eligible,61.53999999999999
8.3,1,2,1,1,5,3,0,1,2,ECE,0,Not Eligible,45.1
8.44,4,4,1,4,8,0,5,0,3,CSE,0,Not Eligible,53.879999999999995
5.6,3,8,2,3,10,1,7,0,3,CSE,0,Not Eligible,71.2
9.69,0,9,2,10,8,10,1,0,2,CIVIL,1,Tier 1,95.0
5.91,3,0,0,8,3,5,1,1,9,ISE,0,Not Eligible,45.82
8.11,2,3,0,2,8,4,4,1,4,AI&DS,0,Not Eligible,57.22
6.11,1,9,0,10,5,6,0,1,3,AI&DS,0,Not Eligible,69.72
6.54,1,4,0,4,4,8,2,0,10,ECE,0,Not Eligible,60.08
7.73,3,1,1,9,8,5,6,1,6,CSE,0,Not Eligible,72.46000000000001
7.09,0,1,2,8,6,5,2,0,8,CIVIL,0,Not Eligible,68.68
5.8,2,0,1,5,8,1,3,0,8,CIVIL,0,Not Eligible,47.6
5.85,3,7,1,1,4,6,2,1,10,AI&DS,0,Not Eligible,60.2
7.09,3,1,1,0,3,1,5,0,6,CIVIL,0,Not Eligible,36.18
8.79,1,2,2,10,9,6,0,1,5,ISE,1,Tier 2,79.08
9.49,2,1,0,0,2,7,1,0,7,CSE,0,Not Eligible,42.480000000000004
5.42,0,3,0,6,4,0,0,0,3,MECH,0,Not Eligible,36.84
6.97,1,0,2,1,8,8,0,0,10,AI&DS,0,Not Eligible,61.44
5.5,3,2,2,6,2,7,1,0,2,AI&DS,0,Not Eligible,47.5
5.08,1,4,0,0,0,8,5,0,8,ECE,0,Not Eligible,49.16
8.31,1,9,1,3,1,4,7,1,9,MECH,1,Tier 2,76.62
8.01,4,0,0,9,9,3,0,0,6,ISE,0,Not Eligible,46.519999999999996
5.82,1,3,2,10,4,0,2,0,4,AI&DS,0,Not Eligible,58.64
6.17,1,5,0,3,2,8,3,1,6,CSE,0,Not Eligible,58.84
5.12,2,3,0,4,5,3,6,1,7,MECH,0,Not Eligible,52.24
9.17,1,6,0,9,10,3,3,0,8,MECH,1,Tier 2,76.34
9.87,0,6,2,0,7,3,0,1,3,AI&DS,0,Not Eligible,67.74
5.68,3,5,2,6,5,1,5,0,6,MECH,0,Not Eligible,58.36
6.16,2,8,0,10,9,10,1,1,10,ECE,1,Tier 2,84.82
9.34,1,1,0,1,8,3,4,1,6,CSE,0,Not Eligible,57.68
9.63,0,9,1,10,5,1,5,0,10,CIVIL,1,Tier 1,88.26
7.1,3,7,1,10,4,7,0,1,7,CSE,0,Not Eligible,70.7
5.25,2,7,0,1,3,6,0,0,4,AI&DS,0,Not Eligible,42.5
5.2,0,9,2,7,1,10,4,0,6,MECH,1,Tier 3,81.4
7.87,1,3,1,8,5,9,3,0,2,CSE,0,Not Eligible,69.74000000000001
6.96,4,5,0,5,1,1,5,1,8,CIVIL,0,Not Eligible,45.42
5.14,4,5,1,10,4,1,3,0,3,ECE,0,Not Eligible,48.78
7.92,2,4,1,0,0,1,6,1,9,CSE,0,Not Eligible,53.34
5.06,0,0,1,0,2,0,4,0,8,CSE,0,Not Eligible,39.12
8.94,3,2,2,10,9,5,1,1,6,ECE,0,Not Eligible,73.88
6.53,0,6,0,6,4,5,6,1,10,ECE,1,Tier 2,76.56
5.2,4,7,2,7,6,0,0,1,2,AI&DS,0,Not Eligible,51.9
7.94,2,1,2,2,7,10,2,1,8,MECH,0,Not Eligible,67.38
6.99,1,2,1,8,6,0,3,0,6,MECH,0,Not Eligible,54.980000000000004
9.87,0,3,0,3,6,5,3,0,1,AI&DS,0,Not Eligible,58.739999999999995
7.72,4,4,1,3,10,10,5,0,6,ECE,0,Not Eligible,70.94
6.38,3,2,2,2,1,5,6,0,5,CIVIL,0,Not Eligible,48.76
8.55,2,4,2,7,5,3,6,1,6,MECH,0,Not Eligible,74.6
6.36,1,7,0,8,4,2,3,0,1,CIVIL,0,Not Eligible,53.72
9.52,0,7,2,0,10,8,7,1,4,ECE,1,Tier 1,95.0
6.87,3,1,2,1,8,5,1,1,7,CSE,0,Not Eligible,54.74
7.75,1,5,0,0,9,0,4,0,5,AI&DS,0,Not Eligible,54.0
5.25,4,3,1,3,10,2,1,0,6,ECE,0,Not Eligible,44.0
7.13,4,8,0,9,3,0,3,0,2,ECE,0,Not Eligible,48.26
9.16,3,9,2,6,6,2,5,0,8,ISE,1,Tier 2,81.32
9.03,4,1,0,6,10,1,0,0,10,ECE,0,Not Eligible,47.56
6.12,2,7,1,5,7,4,3,1,4,MECH,0,Not Eligible,64.24000000000001
6.13,3,0,2,10,5,2,0,0,6,CSE,0,Not Eligible,49.76
9.09,4,5,1,4,2,6,5,0,3,CIVIL,0,Not Eligible,54.18000000000001
9.65,0,9,1,10,10,7,0,0,9,ISE,1,Tier 1,95.0
5.48,4,0,0,3,4,6,3,1,8,AI&DS,0,Not Eligible,40.46
7.25,2,1,1,7,0,1,3,0,6,MECH,0,Not Eligible,41.5
6.69,1,2,0,6,7,9,0,1,9,CSE,0,Not Eligible,64.38
9.35,1,8,0,10,10,9,1,1,10,CIVIL,1,Tier 1,92.2
5.42,4,4,1,10,1,6,1,1,9,CSE,0,Not Eligible,56.34
6.06,1,9,0,9,9,9,5,0,2,MECH,1,Tier 2,81.62
8.76,4,9,0,0,6,2,1,1,9,AI&DS,0,Not Eligible,54.519999999999996
5.26,2,1,1,5,8,6,6,1,8,AI&DS,0,Not Eligible,68.02
7.46,1,9,2,1,0,0,2,1,2,CSE,0,Not Eligible,55.42
7.21,0,4,0,3,3,1,0,0,9,ECE,0,Not Eligible,45.92
6.67,4,4,0,4,6,9,2,1,5,CSE,0,Not Eligible,54.84
6.97,1,0,1,7,8,0,2,0,9,ECE,0,Not Eligible,55.44
7.65,2,2,0,5,1,8,6,1,3,AI&DS,0,Not Eligible,57.3
5.81,2,4,1,10,1,1,0,1,4,MECH,0,Not Eligible,45.62
7.86,0,8,2,1,5,1,2,0,1,ISE,0,Not Eligible,62.22
9.03,2,9,2,4,2,5,5,1,5,ECE,1,Tier 2,78.56
8.8,2,0,1,4,3,6,5,1,7,AI&DS,0,Not Eligible,61.099999999999994
5.77,1,7,2,5,2,1,0,1,7,CSE,0,Not Eligible,59.54
5.75,4,0,1,0,0,3,4,0,6,AI&DS,0,Not Eligible,28.0
6.34,3,8,0,7,5,2,4,0,6,CSE,0,Not Eligible,59.68000000000001
6.81,2,5,2,2,10,4,7,0,8,CSE,1,Tier 2,78.62
7.04,2,0,0,4,10,8,6,1,10,AI&DS,0,Not Eligible,71.08
8.4,3,7,0,6,1,1,0,1,9,MECH,0,Not Eligible,47.8
5.28,2,4,1,2,1,4,0,1,4,CIVIL,0,Not Eligible,37.06
5.17,1,6,2,9,6,7,0,0,4,CSE,0,Not Eligible,71.34
6.96,1,6,2,5,4,5,1,0,8,CSE,0,Not Eligible,68.92
8.49,3,6,0,4,7,3,0,0,5,ECE,0,Not Eligible,49.980000000000004
5.97,2,5,0,6,1,9,5,1,10,ISE,0,Not Eligible,67.94
8.21,2,7,1,9,9,7,5,0,9,AI&DS,1,Tier 1,90.92
6.3,4,8,2,10,7,2,3,0,6,CSE,0,Not Eligible,72.1
9.43,2,1,1,2,6,3,4,1,9,MECH,0,Not Eligible,58.36
9.48,1,6,1,1,9,10,7,0,4,CIVIL,1,Tier 2,82.96000000000001
6.49,0,1,1,3,7,8,4,1,1,CIVIL,0,Not Eligible,60.980000000000004
6.15,0,5,2,2,10,4,6,1,4,CIVIL,1,Tier 2,77.3
7.06,0,1,1,3,2,5,0,0,9,MECH,0,Not Eligible,47.12
6.2,0,9,2,6,7,10,4,0,7,CIVIL,1,Tier 2,91.9
8.36,2,5,1,4,5,1,0,1,6,AI&DS,0,Not Eligible,54.72
9.13,2,1,0,3,1,8,0,0,2,CIVIL,0,Not Eligible,36.260000000000005
8.37,4,0,1,5,5,7,4,1,4,ECE,0,Not Eligible,54.239999999999995
